"Reporting starts","Reporting ends","Ad name","Ad delivery","Attribution setting",Results,"Result indicator",Reach,Frequency,"Cost per results","Ad set budget","Ad set budget type","Amount spent (USD)",Ends,"Quality ranking","Engagement rate ranking","Conversion rate ranking",Impressions,"CPM (cost per 1,000 impressions) (USD)","Link clicks",shop_clicks,"CPC (cost per link click) (USD)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all) (USD)",actions:omni_landing_page_view," (USD)"
2022-09-05,2025-10-05,"Glo2Facial Traffic - Video",archived,"7-day click or 1-day view",1,actions:link_click,167,1.113772,1.76,"Using campaign budget",0,1.76,Ongoing,-,-,-,186,9.462366,1,,1.76,0.537634,2,1.075269,0.88,,
2022-09-05,2025-10-05,"Glo2Facial Traffic - #2",archived,"7-day click or 1-day view",,,2,1,,"Using campaign budget",0,0,Ongoing,-,-,-,2,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"Tox Awareness #6",not_delivering,"7-day click or 1-day view",53,actions:link_click,8115,2.200863,0.45377358,"Using campaign budget",0,24.05,Ongoing,-,-,-,17860,1.346585,53,,0.453774,0.296753,69,0.386338,0.348551,19,1.265789
2022-09-05,2025-10-05,"Tox Awareness #7",not_delivering,"7-day click or 1-day view",247,actions:link_click,10669,1.938045,0.45534413,"Using campaign budget",0,112.47,Ongoing,-,-,-,20677,5.439377,247,,0.455344,1.194564,723,3.496639,0.15556,40,2.81175
2022-09-05,2025-10-05,"Glo2Facial Traffic - Copy",archived,"7-day click or 1-day view",,,164,1.731707,,"Using campaign budget",0,0.51,Ongoing,-,-,-,284,1.795775,,,,,0,0,0,,
2022-09-05,2025-10-05,"Glo2Facial Traffic - #2 - Copy",inactive,"7-day click or 1-day view",,,1,2,,"Using campaign budget",0,0.08,Ongoing,-,-,-,2,40,,,,,0,0,0,,
2022-09-05,2025-10-05,"Glo2Facial Traffic - Video - Copy",inactive,"7-day click or 1-day view",,,61,1.213115,,"Using campaign budget",0,0.73,Ongoing,-,-,-,74,9.864865,,,,,2,2.702703,0.365,,
2022-09-05,2025-10-05,"Laser Hair $99 - 2 services",archived,"7-day click or 1-day view",1,actions:onsite_conversion.lead_grouped,956,1.359833,17.9,"Using campaign budget",0,17.9,Ongoing,-,-,-,1300,13.769231,9,,1.988889,0.692308,24,1.846154,0.745833,2,8.95
2022-09-05,2025-10-05,"Laser Hair Removal Traffic #1",inactive,"7-day click or 1-day view",8,actions:link_click,1612,1.712779,0.9425,"Using campaign budget",0,7.54,Ongoing,-,-,-,2761,2.730895,8,,0.9425,0.28975,12,0.434625,0.628333,3,2.513333
2022-09-05,2025-10-05,"BTGO Massage",inactive,"7-day click or 1-day view",7,actions:link_click,1117,1.111012,1.06285714,"Using campaign budget",0,7.44,Ongoing,-,-,-,1241,5.995165,7,,1.062857,0.564061,9,0.725222,0.826667,,
2022-09-05,2025-10-05,"LHR Unlimited Traffic",inactive,"7-day click or 1-day view",84,actions:link_click,8154,3.428747,0.605,"Using campaign budget",0,50.82,Ongoing,-,-,-,27958,1.817727,84,,0.605,0.300451,90,0.321911,0.564667,41,1.239512
2022-09-05,2025-10-05,"Massage 50",not_delivering,"7-day click or 1-day view",90,actions:omni_landing_page_view,9489,1.480662,0.95066667,10,Daily,85.56,Ongoing,-,-,-,14050,6.08968,146,,0.586027,1.039146,383,2.725979,0.223394,90,0.950667
2022-09-05,2025-10-05,"Glass Skin Treatment",not_delivering,"7-day click or 1-day view",68,actions:link_click,4805,1.502185,0.55838235,6,Daily,37.97,Ongoing,-,-,-,7218,5.26046,68,,0.558382,0.942089,92,1.274591,0.412717,25,1.5188
2022-09-05,2025-10-05,"Massage Awareness",not_delivering,"7-day click or 1-day view",14090,reach,14090,1.285806,3.23349894,2,Daily,45.56,Ongoing,-,-,-,18117,2.514765,4,,11.39,0.022079,16,0.088315,2.8475,1,45.56
2022-09-05,2025-10-05,"Massage Membership Video",not_delivering,"7-day click or 1-day view",,,300,1.15,,4,Daily,7.61,Ongoing,-,-,-,345,22.057971,2,,3.805,0.57971,7,2.028986,1.087143,1,7.61
2022-09-05,2025-10-05,"Massage Membership Image 1",not_delivering,"7-day click or 1-day view",,,202,1.212871,,4,Daily,3.67,Ongoing,-,-,-,245,14.979592,,,,,2,0.816327,1.835,,
2022-09-05,2025-10-05,"Massage Membership Image 2",not_delivering,"7-day click or 1-day view",,,348,1.152299,,4,Daily,6.66,Ongoing,-,-,-,401,16.608479,1,,6.66,0.249377,2,0.498753,3.33,,
2022-09-05,2025-10-05,"Massage Membership Video - Copy",not_delivering,"7-day click or 1-day view",,,146,1.232877,,4,Daily,4.21,Ongoing,-,-,-,180,23.388889,2,,2.105,1.111111,5,2.777778,0.842,,
2022-09-05,2025-10-05,"LHR $149 + Upgrade Path",not_delivering,"7-day click or 1-day view",10,actions:link_click,1699,1.121248,0.85,"Using campaign budget",0,8.5,Ongoing,-,-,-,1905,4.461942,10,,0.85,0.524934,14,0.734908,0.607143,5,1.7
2022-09-05,2025-10-05,"Tox Awareness #8 w lookalike",not_delivering,"7-day click or 1-day view",64,actions:link_click,3120,2.233654,0.36578125,"Using campaign budget",0,23.41,Ongoing,-,-,-,6969,3.359162,64,,0.365781,0.918353,89,1.277084,0.263034,24,0.975417
2022-09-05,2025-10-05,"LHR Unlimited Traffic - Story",not_delivering,"7-day click or 1-day view",17,actions:link_click,2255,2.759645,0.70705882,"Using campaign budget",0,12.02,Ongoing,-,-,-,6223,1.931544,17,,0.707059,0.27318,17,0.27318,0.707059,6,2.003333
2022-09-05,2025-10-05,"Perfect Pout $100 Off",not_delivering,"7-day click or 1-day view",,,189,1.201058,,5,Daily,3.62,Ongoing,-,-,-,227,15.947137,,,,,4,1.762115,0.905,,
